mode,filename,shape_ok,affine_ok,shape_t1c,shape_gtv
test,BraTS-MEN-RT-0009-1_t1c_bet.nii.gz,True,True,"(260, 260, 182)","(260, 260, 182)"
test,BraTS-MEN-RT-0011-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
test,BraTS-MEN-RT-0020-1_t1c_bet.nii.gz,True,True,"(260, 260, 176)","(260, 260, 176)"
test,BraTS-MEN-RT-0022-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
test,BraTS-MEN-RT-0029-1_t1c_bet.nii.gz,True,True,"(240, 240, 176)","(240, 240, 176)"
test,BraTS-MEN-RT-0041-1_t1c_bet.nii.gz,True,True,"(260, 260, 170)","(260, 260, 170)"
test,BraTS-MEN-RT-0045-1_t1c_bet.nii.gz,True,True,"(259, 259, 187)","(259, 259, 187)"
test,BraTS-MEN-RT-0053-1_t1c_bet.nii.gz,True,True,"(260, 260, 176)","(260, 260, 176)"
test,BraTS-MEN-RT-0063-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
test,BraTS-MEN-RT-0065-1_t1c_bet.nii.gz,True,True,"(259, 259, 192)","(259, 259, 192)"
test,BraTS-MEN-RT-0068-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
test,BraTS-MEN-RT-0075-1_t1c_bet.nii.gz,True,True,"(260, 260, 160)","(260, 260, 160)"
test,BraTS-MEN-RT-0081-1_t1c_bet.nii.gz,True,True,"(260, 260, 168)","(260, 260, 168)"
test,BraTS-MEN-RT-0086-1_t1c_bet.nii.gz,True,True,"(240, 239, 187)","(240, 239, 187)"
test,BraTS-MEN-RT-0087-1_t1c_bet.nii.gz,True,True,"(260, 260, 236)","(260, 260, 236)"
test,BraTS-MEN-RT-0088-1_t1c_bet.nii.gz,True,True,"(260, 260, 241)","(260, 260, 241)"
test,BraTS-MEN-RT-0092-1_t1c_bet.nii.gz,True,True,"(260, 260, 191)","(260, 260, 191)"
test,BraTS-MEN-RT-0102-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
test,BraTS-MEN-RT-0109-1_t1c_bet.nii.gz,True,True,"(259, 259, 173)","(259, 259, 173)"
test,BraTS-MEN-RT-0114-1_t1c_bet.nii.gz,True,True,"(260, 260, 162)","(260, 260, 162)"
test,BraTS-MEN-RT-0130-1_t1c_bet.nii.gz,True,True,"(260, 260, 168)","(260, 260, 168)"
test,BraTS-MEN-RT-0132-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
test,BraTS-MEN-RT-0141-1_t1c_bet.nii.gz,True,True,"(265, 265, 179)","(265, 265, 179)"
test,BraTS-MEN-RT-0145-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
test,BraTS-MEN-RT-0147-1_t1c_bet.nii.gz,True,True,"(250, 250, 178)","(250, 250, 178)"
test,BraTS-MEN-RT-0153-1_t1c_bet.nii.gz,True,True,"(380, 380, 309)","(380, 380, 309)"
test,BraTS-MEN-RT-0163-1_t1c_bet.nii.gz,True,True,"(260, 260, 170)","(260, 260, 170)"
test,BraTS-MEN-RT-0164-1_t1c_bet.nii.gz,True,True,"(259, 259, 173)","(259, 259, 173)"
test,BraTS-MEN-RT-0165-1_t1c_bet.nii.gz,True,True,"(260, 259, 176)","(260, 259, 176)"
test,BraTS-MEN-RT-0166-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
test,BraTS-MEN-RT-0167-1_t1c_bet.nii.gz,True,True,"(380, 380, 351)","(380, 380, 351)"
test,BraTS-MEN-RT-0175-1_t1c_bet.nii.gz,True,True,"(380, 380, 286)","(380, 380, 286)"
test,BraTS-MEN-RT-0185-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
test,BraTS-MEN-RT-0187-1_t1c_bet.nii.gz,True,True,"(259, 259, 186)","(259, 259, 186)"
test,BraTS-MEN-RT-0192-1_t1c_bet.nii.gz,True,True,"(260, 260, 150)","(260, 260, 150)"
test,BraTS-MEN-RT-0196-1_t1c_bet.nii.gz,True,True,"(260, 260, 201)","(260, 260, 201)"
test,BraTS-MEN-RT-0201-1_t1c_bet.nii.gz,True,True,"(270, 270, 168)","(270, 270, 168)"
test,BraTS-MEN-RT-0202-1_t1c_bet.nii.gz,True,True,"(380, 380, 290)","(380, 380, 290)"
test,BraTS-MEN-RT-0212-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
test,BraTS-MEN-RT-0214-1_t1c_bet.nii.gz,True,True,"(186, 229, 158)","(186, 229, 158)"
test,BraTS-MEN-RT-0219-1_t1c_bet.nii.gz,True,True,"(240, 240, 192)","(240, 240, 192)"
test,BraTS-MEN-RT-0233-1_t1c_bet.nii.gz,True,True,"(260, 260, 194)","(260, 260, 194)"
test,BraTS-MEN-RT-0235-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
test,BraTS-MEN-RT-0237-1_t1c_bet.nii.gz,True,True,"(380, 380, 314)","(380, 380, 314)"
test,BraTS-MEN-RT-0238-1_t1c_bet.nii.gz,True,True,"(380, 380, 319)","(380, 380, 319)"
test,BraTS-MEN-RT-0245-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
test,BraTS-MEN-RT-0246-1_t1c_bet.nii.gz,True,True,"(240, 240, 240)","(240, 240, 240)"
test,BraTS-MEN-RT-0254-1_t1c_bet.nii.gz,True,True,"(260, 260, 176)","(260, 260, 176)"
test,BraTS-MEN-RT-0256-1_t1c_bet.nii.gz,True,True,"(250, 250, 209)","(250, 250, 209)"
test,BraTS-MEN-RT-0262-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
test,BraTS-MEN-RT-0264-1_t1c_bet.nii.gz,True,True,"(250, 250, 184)","(250, 250, 184)"
test,BraTS-MEN-RT-0267-1_t1c_bet.nii.gz,True,True,"(279, 279, 174)","(279, 279, 174)"
test,BraTS-MEN-RT-0287-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
test,BraTS-MEN-RT-0288-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
test,BraTS-MEN-RT-0302-1_t1c_bet.nii.gz,True,True,"(270, 270, 164)","(270, 270, 164)"
test,BraTS-MEN-RT-0304-1_t1c_bet.nii.gz,True,True,"(260, 260, 185)","(260, 260, 185)"
test,BraTS-MEN-RT-0319-1_t1c_bet.nii.gz,True,True,"(259, 259, 192)","(259, 259, 192)"
test,BraTS-MEN-RT-0320-1_t1c_bet.nii.gz,True,True,"(380, 380, 296)","(380, 380, 296)"
test,BraTS-MEN-RT-0323-1_t1c_bet.nii.gz,True,True,"(260, 260, 150)","(260, 260, 150)"
test,BraTS-MEN-RT-0326-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
test,BraTS-MEN-RT-0327-1_t1c_bet.nii.gz,True,True,"(265, 265, 192)","(265, 265, 192)"
test,BraTS-MEN-RT-0332-1_t1c_bet.nii.gz,True,True,"(259, 259, 175)","(259, 259, 175)"
test,BraTS-MEN-RT-0334-1_t1c_bet.nii.gz,True,True,"(260, 260, 176)","(260, 260, 176)"
test,BraTS-MEN-RT-0349-1_t1c_bet.nii.gz,True,True,"(380, 380, 322)","(380, 380, 322)"
test,BraTS-MEN-RT-0363-1_t1c_bet.nii.gz,True,True,"(259, 259, 180)","(259, 259, 180)"
test,BraTS-MEN-RT-0367-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
test,BraTS-MEN-RT-0371-1_t1c_bet.nii.gz,True,True,"(239, 239, 190)","(239, 239, 190)"
test,BraTS-MEN-RT-0385-1_t1c_bet.nii.gz,True,True,"(259, 259, 186)","(259, 259, 186)"
test,BraTS-MEN-RT-0398-1_t1c_bet.nii.gz,True,True,"(260, 260, 239)","(260, 260, 239)"
test,BraTS-MEN-RT-0403-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
test,BraTS-MEN-RT-0404-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
test,BraTS-MEN-RT-0416-1_t1c_bet.nii.gz,True,True,"(255, 256, 257)","(255, 256, 257)"
test,BraTS-MEN-RT-0426-1_t1c_bet.nii.gz,True,True,"(380, 380, 304)","(380, 380, 304)"
test,BraTS-MEN-RT-0429-1_t1c_bet.nii.gz,True,True,"(270, 270, 164)","(270, 270, 164)"
test,BraTS-MEN-RT-0439-1_t1c_bet.nii.gz,True,True,"(260, 260, 184)","(260, 260, 184)"
test,BraTS-MEN-RT-0445-1_t1c_bet.nii.gz,True,True,"(259, 260, 260)","(259, 260, 260)"
test,BraTS-MEN-RT-0450-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
test,BraTS-MEN-RT-0464-1_t1c_bet.nii.gz,True,True,"(260, 260, 168)","(260, 260, 168)"
test,BraTS-MEN-RT-0467-1_t1c_bet.nii.gz,True,True,"(260, 260, 185)","(260, 260, 185)"
test,BraTS-MEN-RT-0488-1_t1c_bet.nii.gz,True,True,"(279, 279, 164)","(279, 279, 164)"
test,BraTS-MEN-RT-0493-1_t1c_bet.nii.gz,True,True,"(259, 260, 175)","(259, 260, 175)"
test,BraTS-MEN-RT-0501-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
test,BraTS-MEN-RT-0502-1_t1c_bet.nii.gz,True,True,"(260, 260, 159)","(260, 260, 159)"
test,BraTS-MEN-RT-0514-1_t1c_bet.nii.gz,True,True,"(259, 259, 186)","(259, 259, 186)"
test,BraTS-MEN-RT-0522-1_t1c_bet.nii.gz,True,True,"(380, 380, 214)","(380, 380, 214)"
test,BraTS-MEN-RT-0523-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
test,BraTS-MEN-RT-0529-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
test,BraTS-MEN-RT-0544-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
test,BraTS-MEN-RT-0568-1_t1c_bet.nii.gz,True,True,"(260, 260, 192)","(260, 260, 192)"
test,BraTS-MEN-RT-0574-1_t1c_bet.nii.gz,True,True,"(255, 255, 212)","(255, 255, 212)"
test,BraTS-MEN-RT-0575-1_t1c_bet.nii.gz,True,True,"(250, 250, 186)","(250, 250, 186)"
test,BraTS-MEN-RT-0577-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
test,BraTS-MEN-RT-0581-1_t1c_bet.nii.gz,True,True,"(260, 260, 184)","(260, 260, 184)"
test,BraTS-MEN-RT-0585-1_t1c_bet.nii.gz,True,True,"(260, 260, 195)","(260, 260, 195)"
test,BraTS-MEN-RT-0592-1_t1c_bet.nii.gz,True,True,"(259, 259, 183)","(259, 259, 183)"
test,BraTS-MEN-RT-0594-1_t1c_bet.nii.gz,True,True,"(240, 240, 288)","(240, 240, 288)"
test,BraTS-MEN-RT-0610-1_t1c_bet.nii.gz,True,True,"(260, 260, 180)","(260, 260, 180)"
test,BraTS-MEN-RT-0612-1_t1c_bet.nii.gz,True,True,"(259, 259, 168)","(259, 259, 168)"
test,BraTS-MEN-RT-0621-1_t1c_bet.nii.gz,True,True,"(279, 279, 170)","(279, 279, 170)"
test,BraTS-MEN-RT-0623-1_t1c_bet.nii.gz,True,True,"(260, 260, 150)","(260, 260, 150)"
